brand,place_name,address_name,lng,lat
맥도날드,맥도날드 고양삼송DT점 주차장,경기 고양시 덕양구 동산동 74-1,126.895748351516,37.6453590031176
맥도날드,맥도날드 구리인창DT점,경기 구리시 인창동 410-5,127.13769140134039,37.61026555070321
맥도날드,맥도날드 구리수택점,경기 구리시 수택동 526-4,127.1418653249553,37.60035422959322
맥도날드,맥도날드 구리인창DT점 주차장,경기 구리시 인창동 410-5,127.137725574206,37.6103718274794
맘스터치,맘스터치 강남역점,서울 강남구 역삼동 619-15,127.02687067863272,37.50163205822193
맘스터치,맘스터치 강남대성학원점,서울 강남구 역삼동 827-69,127.03200588001366,37.495606650404675
맘스터치,맘스터치 선릉역점,서울 강남구 역삼동 705-1,127.0472968393595,37.504377317090565
맘스터치,맘스터치 한티역점,서울 강남구 대치동 923-23,127.05328644299,37.4980515081111
맘스터치,맘스터치 강남압구정점,서울 강남구 신사동 579-6,127.02710566332202,37.525969924290585
맘스터치,맘스터치 매봉역점,서울 강남구 도곡동 411-17,127.0448270288268,37.48581033193753
맘스터치,맘스터치 대치사거리점,서울 강남구 대치동 961,127.059006847324,37.5029736877085
맘스터치,맘스터치 도산대로점,서울 강남구 논현동 99,127.037680691318,37.5209682620251
맘스터치,맘스터치 포이사거리점,서울 강남구 개포동 1229-6,127.045620014771,37.4771333128554
맘스터치,맘스터치 학동역점,서울 강남구 논현동 88-7,127.03273236147857,37.51485913233028
맘스터치,맘스터치 삼성중앙역점,서울 강남구 삼성동 50-2,127.0514509692564,37.51277114277153
맘스터치,맘스터치 강남세곡점,서울 강남구 자곡동 596,127.10495788149451,37.475339436093066
맘스터치,맘스터치 잠실새내역점,서울 송파구 잠실동 184-2,127.08363117565,37.5114012358889
맘스터치,맘스터치 잠실1호점,서울 송파구 잠실동 250-5,127.08777431236338,37.504669527304934
맘스터치,맘스터치 강남대로점,서울 서초구 서초동 1306-2,127.0258150742382,37.500309616871874
맘스터치,맘스터치 서초교대점,서울 서초구 서초동 1671-5,127.0156084237816,37.49357818417099
맘스터치,맘스터치 뚝섬한강공원점,서울 광진구 자양동 427-13,127.072065806104,37.5288360555462
맘스터치,맘스터치 송파역점,서울 송파구 송파동 97-37,127.111511148339,37.5009463732759
맘스터치,맘스터치 건대스타시티점,서울 광진구 자양동 227-342,127.07119467418133,37.53954047240983
맘스터치,맘스터치 서초중앙로점,서울 서초구 반포동 32-2,127.01199690034943,37.5022084458189
맘스터치,맘스터치 건대로데오점,서울 광진구 자양동 7-25,127.068211823648,37.5405243228801
맘스터치,맘스터치 송파방이점,서울 송파구 방이동 137-7,127.117321859518,37.5104030973471
맘스터치,맘스터치 문정역점,서울 송파구 문정동 651,127.12212377799062,37.4850781615002
맘스터치,맘스터치 성수역점,서울 성동구 성수동2가 317-1,127.05747864732174,37.54387184227469
맘스터치,맘스터치 서래마을점,서울 서초구 반포동 91-10,126.998507249843,37.498350036522
맘스터치,맘스터치 방배역점,서울 서초구 방배동 910-11,126.99671890608843,37.482469741583124
맘스터치,맘스터치 반포한강공원점,서울 서초구 반포동 115-5,126.99405080342673,37.50860153778532
맘스터치,맘스터치 가든파이브점,서울 송파구 문정동 634,127.12431554302039,37.47788853165218
맘스터치,맘스터치 광장동점,서울 광진구 광장동 470-3,127.09739002606099,37.541404863345754
맘스터치,맘스터치 가락쌍용점,서울 송파구 가락동 193-3,127.13108422669,37.4953652678608
맘스터치,맘스터치 어린이대공원역점,서울 광진구 화양동 111-118,127.073514416228,37.5466398269002
맘스터치,맘스터치 송파풍납점,서울 송파구 풍납동 406-1,127.11707494635,37.5290072444674
맘스터치,맘스터치 성동금호점,서울 성동구 금호동4가 561-2,127.021894587519,37.54794820843
맘스터치,맘스터치 동서울대점,경기 성남시 수정구 복정동 685-1,127.12647650551718,37.459373178722075
맘스터치,맘스터치 피자앤치킨 대치사거리점,서울 강남구 대치동 961,127.058972919111,37.5029737046582
맘스터치,맘스터치 피자앤치킨 건대점,서울 광진구 화양동 12-34,127.07055562292477,37.5433998372677
맘스터치,맘스터치 피자앤치킨 방배역점,서울 서초구 방배동 910-11,126.99676074091,37.4824364054116
맘스터치,맘스터치 강동명일점,서울 강동구 명일동 327-1,127.146277548446,37.5501806048839
맘스터치,맘스터치 강동역점,서울 강동구 천호동 158-3,127.134714684539,37.5365496365484
맘스터치,맘스터치 굽은다리역점,서울 강동구 천호동 50-13,127.14174648240935,37.54304752175391
맘스터치,맘스터치 천호로데오점,서울 강동구 천호동 453-24,127.12755199450643,37.53883711962933
맘스터치,맘스터치 암사역점,서울 강동구 천호동 287-1,127.1275543986,37.5495463886113
맘스터치,맘스터치 강동고덕점,서울 강동구 고덕동 645-7,127.152768977889,37.5591823540406
맘스터치,맘스터치 둔촌동역점,서울 강동구 성내동 440,127.13452384123694,37.52415748857975
맘스터치,맘스터치 강동강일점,서울 강동구 강일동 675-1,127.17395737118058,37.56558524398962
맘스터치,맘스터치 미사강변대로점,경기 하남시 풍산동 504-2,127.187853573288,37.5570378304518
맘스터치,맘스터치 미아사거리역점,서울 강북구 미아동 54-54,127.03098614187385,37.61379349679278
맘스터치,맘스터치 미아역점,서울 강북구 미아동 126-22,127.02737909339842,37.623980057109605
맘스터치,맘스터치 덕성여대점,서울 강북구 수유동 279-69,127.014513293098,37.6484170617239
맘스터치,맘스터치 삼양사거리점,서울 강북구 미아동 688-5,127.02050759860731,37.61948732584087
맘스터치,맘스터치 쌍문역점,서울 도봉구 창동 661-38,127.03570707119557,37.649688342995994
맘스터치,맘스터치 창동역점,서울 도봉구 창동 822,127.045541461745,37.6528708320035
맘스터치,맘스터치 쌍문세라믹점,서울 도봉구 쌍문동 19-15,127.035155308245,37.659487593596
맘스터치,맘스터치 월계역점,서울 노원구 월계동 951,127.05734288737655,37.62951036795873
맘스터치,맘스터치 장위뉴타운점,서울 성북구 장위동 323,127.05062005372264,37.61879620279854
맘스터치,맘스터치 신서경대점,서울 성북구 정릉동 227-178,127.01398849713848,37.61134694697261
맘스터치,맘스터치 노원로데오점,서울 노원구 상계동 593-2,127.06248413536474,37.65698236562034
맘스터치,맘스터치 상월곡역점,서울 성북구 상월곡동 23-143,127.05038371590948,37.60763035078791
맘스터치,맘스터치 국민대점,서울 성북구 정릉동 861-1,126.99398596275084,37.611803523251446
맘스터치,맘스터치 동덕여대점,서울 성북구 하월곡동 18-14,127.04256255947,37.6037465602509
맘스터치,맘스터치 석계역점,서울 노원구 월계동 56,127.0637327262557,37.6155399854165
맘스터치,맘스터치 과기대점,서울 노원구 공릉동 440-16,127.076825244447,37.6290325805629
맘스터치,맘스터치 노원중계점,서울 노원구 중계동 360-12,127.07639439675668,37.64859323771972
